  *WEL.ASC - RUE                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation       : 13.10.2015 11:30 Uhr
   Wellenausgabe - Verzweigung: RUE             
  
   Datum   Zeit    Qtr_zu    Qzu    Qtr_ab1    Qab1   Qtr_ab2    Qab2    CSzu(3)   CSab1(3)   CSab2(3)
     -      -      cbm/s    cbm/s    cbm/s    cbm/s    cbm/s    cbm/s      mg/l       mg/l       mg/l
 19700625 18:25    0.021    0.048    0.021    0.048    0.000    0.000    341.058    341.058    341.058       T T
 19700625 18:30    0.021    0.047    0.021    0.047    0.000    0.000    356.508    356.508    356.508       T T
 19700625 18:35    0.021    0.046    0.021    0.046    0.000    0.000    371.879    371.879    371.879       T T
 19700625 18:40    0.021    0.045    0.021    0.045    0.000    0.000    387.017    387.017    387.017       T T
 19700625 18:45    0.021    0.044    0.021    0.044    0.000    0.000    401.750    401.750    401.750       T T
 19700625 18:50    0.021    0.043    0.021    0.043    0.000    0.000    415.019    415.019    415.019       T T
 19700625 18:55    0.021    0.043    0.021    0.043    0.000    0.000    426.134    426.134    426.134       T T
 19700625 19:00    0.023    0.043    0.023    0.043    0.000    0.000    437.137    437.137    437.137       T T
 19700625 19:05    0.023    0.043    0.023    0.043    0.000    0.000    447.547    447.547    447.547       T T
 19700625 19:10    0.023    0.043    0.023    0.043    0.000    0.000    456.577    456.577    456.577       T T
 19700625 19:15    0.023    0.043    0.023    0.043    0.000    0.000    464.717    464.717    464.717       T T
 19700625 19:20    0.023    0.043    0.023    0.043    0.000    0.000    472.348    472.348    472.348       T T
 19700625 19:25    0.023    0.043    0.023    0.043    0.000    0.000    479.560    479.560    479.560       T T
 19700625 19:30    0.023    0.043    0.023    0.043    0.000    0.000    486.407    486.407    486.407       T T
 19700625 19:35    0.023    0.043    0.023    0.043    0.000    0.000    492.929    492.929    492.929       T T
 19700625 19:40    0.023    0.043    0.023    0.043    0.000    0.000    499.150    499.150    499.150       T T
 19700625 19:45    0.023    0.043    0.023    0.043    0.000    0.000    505.087    505.087    505.087       T T
 19700625 19:50    0.023    0.043    0.023    0.043    0.000    0.000    510.741    510.741    510.741       T T
 19700625 19:55    0.023    0.043    0.023    0.043    0.000    0.000    516.169    516.169    516.169       T T
 19700625 20:00    0.021    0.043    0.021    0.043    0.000    0.000    519.275    519.275    519.275       T T
 19700625 20:05    0.021    0.043    0.021    0.043    0.000    0.000    521.556    521.556    521.556       T T
 19700625 20:10    0.021    0.043    0.021    0.043    0.000    0.000    524.743    524.743    524.743       T T
 19700625 20:15    0.021    0.043    0.021    0.043    0.000    0.000    528.457    528.457    528.457       T T
 19700625 20:20    0.021    0.043    0.021    0.043    0.000    0.000    532.142    532.142    532.142       T T
 19700625 20:25    0.021    0.043    0.021    0.043    0.000    0.000    535.830    535.830    535.830       T T
 19700625 20:30    0.021    0.043    0.021    0.043    0.000    0.000    539.492    539.492    539.492       T T
 19700625 20:35    0.021    0.043    0.021    0.043    0.000    0.000    543.059    543.059    543.059       T T
 19700625 20:40    0.021    0.043    0.021    0.043    0.000    0.000    546.503    546.503    546.503       T T
 19700625 20:45    0.021    0.043    0.021    0.043    0.000    0.000    549.819    549.819    549.819       T T
 19700625 20:50    0.021    0.043    0.021    0.043    0.000    0.000    553.010    553.010    553.010       T T
 19700625 20:55    0.021    0.043    0.021    0.043    0.000    0.000    556.080    556.080    556.080       T T
 19700625 21:00    0.019    0.042    0.019    0.042    0.000    0.000    557.172    557.172    557.172       T T
 19700625 21:05    0.018    0.042    0.018    0.042    0.000    0.000    557.668    557.668    557.668       T T
 19700625 21:10    0.018    0.042    0.018    0.042    0.000    0.000    559.099    559.099    559.099       T T
 19700625 21:15    0.018    0.042    0.018    0.042    0.000    0.000    561.158    561.158    561.158       T T
 19700625 21:20    0.018    0.042    0.018    0.042    0.000    0.000    563.136    563.136    563.136       T T
 19700625 21:25    0.018    0.042    0.018    0.042    0.000    0.000    565.178    565.178    565.178       T T
 19700625 21:30    0.018    0.042    0.018    0.042    0.000    0.000    567.304    567.304    567.304       T T
 19700625 21:35    0.018    0.042    0.018    0.042    0.000    0.000    569.425    569.425    569.425       T T
 19700625 21:40    0.018    0.042    0.018    0.042    0.000    0.000    571.495    571.495    571.495       T T
 19700625 21:45    0.018    0.042    0.018    0.042    0.000    0.000    573.504    573.504    573.504       T T
 19700625 21:50    0.018    0.042    0.018    0.042    0.000    0.000    575.452    575.452    575.452       T T
 19700625 21:55    0.018    0.042    0.018    0.042    0.000    0.000    577.340    577.340    577.340       T T
 19700625 22:00    0.017    0.042    0.017    0.042    0.000    0.000    578.295    578.295    578.295       T T
 19700625 22:05    0.017    0.042    0.017    0.042    0.000    0.000    578.984    578.984    578.984       T T
 19700625 22:10    0.017    0.042    0.017    0.042    0.000    0.000    580.110    580.110    580.110       T T
 19700625 22:15    0.017    0.042    0.017    0.042    0.000    0.000    581.543    581.543    581.543       T T
 19700625 22:20    0.017    0.042    0.017    0.042    0.000    0.000    582.883    582.883    582.883       T T
 19700625 22:25    0.017    0.042    0.017    0.042    0.000    0.000    584.240    584.240    584.240       T T
 19700625 22:30    0.017    0.042    0.017    0.042    0.000    0.000    585.640    585.640    585.640       T T
 19700625 22:35    0.017    0.042    0.017    0.042    0.000    0.000    627.347    627.347    627.347       T T
 19700625 22:40    0.017    0.042    0.017    0.042    0.000    0.000    632.840    632.840    632.840       T T
 19700625 22:45    0.017    0.042    0.017    0.042    0.000    0.000    630.318    630.318    630.318       T T
 19700625 22:50    0.017    0.042    0.017    0.042    0.000    0.000    627.310    627.310    627.310       T T
 19700625 22:55    0.017    0.042    0.017    0.042    0.000    0.000    624.443    624.443    624.443       T T
 19700625 23:00    0.016    0.042    0.016    0.042    0.000    0.000    621.070    621.070    621.070       T T
 19700625 23:05    0.016    0.042    0.016    0.042    0.000    0.000    617.768    617.768    617.768       T T
 19700625 23:10    0.016    0.042    0.016    0.042    0.000    0.000    615.029    615.029    615.029       T T
 19700625 23:15    0.016    0.042    0.016    0.042    0.000    0.000    612.718    612.718    612.718       T T
 19700625 23:20    0.016    0.042    0.016    0.042    0.000    0.000    610.484    610.484    610.484       T T
 19700625 23:25    0.016    0.042    0.016    0.042    0.000    0.000    608.398    608.398    608.398       T T
 19700625 23:30    0.016    0.042    0.016    0.042    0.000    0.000    606.537    606.537    606.537       T T
 19700625 23:35    0.016    0.042    0.016    0.042    0.000    0.000    604.888    604.888    604.888       T T
 19700625 23:40    0.016    0.042    0.016    0.042    0.000    0.000    603.436    603.436    603.436       T T
 19700625 23:45    0.016    0.042    0.016    0.042    0.000    0.000    602.197    602.197    602.197       T T
 19700625 23:50    0.016    0.042    0.016    0.042    0.000    0.000    601.213    601.213    601.213       T T
 19700625 23:55    0.016    0.040    0.016    0.040    0.000    0.000    582.225    582.225    582.225       T T
 19700626 00:00    0.016    0.035    0.016    0.035    0.000    0.000    503.742    503.742    503.742       T T
 19700626 00:05    0.012    0.029    0.012    0.029    0.000    0.000    402.186    402.186    402.186       T T
 19700626 00:10    0.010    0.028    0.010    0.028    0.000    0.000    371.408    371.408    371.408       T T
 19700626 00:15    0.010    0.028    0.010    0.028    0.000    0.000    371.708    371.708    371.708       T T
 19700626 00:20    0.010    0.028    0.010    0.028    0.000    0.000    383.590    383.590    383.590       T T
 19700626 00:25    0.010    0.028    0.010    0.028    0.000    0.000    395.023    395.023    395.023       T T
 19700626 00:30    0.010    0.028    0.010    0.028    0.000    0.000    400.642    400.642    400.642       T T
 19700626 00:35    0.010    0.028    0.010    0.028    0.000    0.000    401.870    401.870    401.870       T T
 19700626 00:40    0.010    0.028    0.010    0.028    0.000    0.000    401.808    401.808    401.808       T T
 19700626 00:45    0.010    0.028    0.010    0.028    0.000    0.000    401.632    401.632    401.632       T T
 19700626 00:50    0.010    0.028    0.010    0.028    0.000    0.000    401.473    401.473    401.473       T T
 19700626 00:55    0.010    0.028    0.010    0.028    0.000    0.000    401.308    401.308    401.308       T T
 19700626 01:00    0.009    0.027    0.009    0.027    0.000    0.000    380.426    380.426    380.426       T T
 19700626 01:05    0.009    0.027    0.009    0.027    0.000    0.000    373.697    373.697    373.697       T T
 19700626 01:10    0.009    0.027    0.009    0.027    0.000    0.000    371.831    371.831    371.831       T T
 19700626 01:15    0.009    0.027    0.009    0.027    0.000    0.000    370.952    370.952    370.952       T T
 19700626 01:20    0.009    0.027    0.009    0.027    0.000    0.000    370.243    370.243    370.243       T T
 19700626 01:25    0.009    0.026    0.009    0.026    0.000    0.000    372.965    372.965    372.965       T T
 19700626 01:30    0.009    0.025    0.009    0.025    0.000    0.000    383.970    383.970    383.970       T T
 19700626 01:35    0.009    0.023    0.009    0.023    0.000    0.000    405.100    405.100    405.100       T T
 19700626 01:40    0.009    0.020    0.009    0.020    0.000    0.000    443.477    443.477    443.477       T T
 19700626 01:45    0.009    0.016    0.009    0.016    0.000    0.000    507.647    507.647    507.647       T T
 19700626 01:50    0.009    0.013    0.009    0.013    0.000    0.000    591.483    591.483    591.483       T T
 19700626 01:55    0.009    0.012    0.009    0.012    0.000    0.000    670.755    670.755    670.755       T T
 19700626 02:00    0.008    0.010    0.008    0.010    0.000    0.000    699.233    699.233    699.233       T T
 19700626 02:05    0.008    0.009    0.008    0.009    0.000    0.000    716.511    716.511    716.511       T T
 19700626 02:10    0.008    0.009    0.008    0.009    0.000    0.000    725.223    725.223    725.223       T T
 19700626 02:15    0.008    0.009    0.008    0.009    0.000    0.000    728.987    728.987    728.987       T T
 19700626 02:20    0.008    0.009    0.008    0.009    0.000    0.000    731.364    731.364    731.364       T T
 19700626 02:25    0.008    0.009    0.008    0.009    0.000    0.000    733.536    733.536    733.536       T T
 19700626 02:30    0.008    0.009    0.008    0.009    0.000    0.000    734.894    734.894    734.894       T T
 19700626 02:35    0.008    0.009    0.008    0.009    0.000    0.000    735.961    735.961    735.961       T T
 19700626 02:40    0.008    0.009    0.008    0.009    0.000    0.000    737.457    737.457    737.457       T T
 19700626 02:45    0.008    0.009    0.008    0.009    0.000    0.000    739.343    739.343    739.343       T T
 19700626 02:50    0.008    0.009    0.008    0.009    0.000    0.000    741.367    741.367    741.367       T T
 19700626 02:55    0.008    0.009    0.008    0.009    0.000    0.000    743.400    743.400    743.400       T T
 19700626 03:00    0.007    0.008    0.007    0.008    0.000    0.000    717.928    717.928    717.928       T T
 19700626 03:05    0.007    0.008    0.007    0.008    0.000    0.000    705.395    705.395    705.395       T T
 19700626 03:10    0.007    0.008    0.007    0.008    0.000    0.000    701.991    701.991    701.991       T T
 19700626 03:15    0.006    0.007    0.006    0.007    0.000    0.000    701.453    701.453    701.453       T T
 19700626 03:20    0.006    0.007    0.006    0.007    0.000    0.000    702.369    702.369    702.369       T T
 19700626 03:25    0.006    0.007    0.006    0.007    0.000    0.000    703.987    703.987    703.987       T T
 19700626 03:30    0.006    0.007    0.006    0.007    0.000    0.000    705.614    705.614    705.614       T T
 19700626 03:35    0.006    0.007    0.006    0.007    0.000    0.000    706.115    706.115    706.115       T T
 19700626 03:40    0.006    0.007    0.006    0.007    0.000    0.000    706.734    706.734    706.734       T T
 19700626 03:45    0.006    0.007    0.006    0.007    0.000    0.000    708.057    708.057    708.057       T T
 19700626 03:50    0.006    0.007    0.006    0.007    0.000    0.000    709.765    709.765    709.765       T T
 19700626 03:55    0.006    0.007    0.006    0.007    0.000    0.000    711.565    711.565    711.565       T T
 19700626 04:00    0.006    0.006    0.006    0.006    0.000    0.000    679.053    679.053    679.053       T T
 19700626 04:05    0.005    0.006    0.005    0.006    0.000    0.000    660.184    660.184    660.184       T T
 19700626 04:10    0.005    0.006    0.005    0.006    0.000    0.000    653.973    653.973    653.973       T T
 19700626 04:15    0.005    0.006    0.005    0.006    0.000    0.000    651.890    651.890    651.890       T T
 19700626 04:20    0.005    0.006    0.005    0.006    0.000    0.000    651.917    651.917    651.917       T T
 19700626 04:25    0.005    0.006    0.005    0.006    0.000    0.000    653.060    653.060    653.060       T T
 19700626 04:30    0.005    0.006    0.005    0.006    0.000    0.000    654.627    654.627    654.627       T T
 19700626 04:35    0.005    0.006    0.005    0.006    0.000    0.000    655.420    655.420    655.420       T T
 19700626 04:40    0.005    0.006    0.005    0.006    0.000    0.000    655.235    655.235    655.235       T T
 19700626 04:45    0.005    0.006    0.005    0.006    0.000    0.000    655.456    655.456    655.456       T T
 19700626 04:50    0.005    0.006    0.005    0.006    0.000    0.000    656.498    656.498    656.498       T T
 19700626 04:55    0.005    0.006    0.005    0.006    0.000    0.000    657.959    657.959    657.959       T T
 19700626 05:00    0.006    0.007    0.006    0.007    0.000    0.000    697.321    697.321    697.321       T T
 19700626 05:05    0.007    0.007    0.007    0.007    0.000    0.000    718.917    718.917    718.917       T T
 19700626 05:10    0.007    0.007    0.007    0.007    0.000    0.000    728.918    728.918    728.918       T T
 19700626 05:15    0.007    0.007    0.007    0.007    0.000    0.000    735.134    735.134    735.134       T T
 19700626 05:20    0.007    0.007    0.007    0.007    0.000    0.000    738.727    738.727    738.727       T T
 19700626 05:25    0.007    0.007    0.007    0.007    0.000    0.000    740.847    740.847    740.847       T T
 19700626 05:30    0.007    0.007    0.007    0.007    0.000    0.000    745.749    745.749    745.749       T T
 19700626 05:35    0.007    0.007    0.007    0.007    0.000    0.000    751.117    751.117    751.117       T T
 19700626 05:40    0.007    0.007    0.007    0.007    0.000    0.000    754.560    754.560    754.560       T T
 19700626 05:45    0.007    0.007    0.007    0.007    0.000    0.000    756.498    756.498    756.498       T T
 19700626 05:50    0.007    0.007    0.007    0.007    0.000    0.000    757.864    757.864    757.864       T T
 19700626 05:55    0.007    0.007    0.007    0.007    0.000    0.000    759.080    759.080    759.080       T T
 19700626 06:00    0.010    0.010    0.010    0.010    0.000    0.000    827.089    827.089    827.089       T T
 19700626 06:05    0.010    0.011    0.010    0.011    0.000    0.000    852.918    852.918    852.918       T T
 19700626 06:10    0.011    0.011    0.011    0.011    0.000    0.000    862.862    862.862    862.862       T T
 19700626 06:15    0.011    0.011    0.011    0.011    0.000    0.000    868.492    868.492    868.492       T T
 19700626 06:20    0.011    0.011    0.011    0.011    0.000    0.000    874.556    874.556    874.556       T T
 19700626 06:25    0.011    0.011    0.011    0.011    0.000    0.000    881.267    881.267    881.267       T T
 19700626 06:30    0.011    0.011    0.011    0.011    0.000    0.000    885.524    885.524    885.524       T T
 19700626 06:35    0.011    0.011    0.011    0.011    0.000    0.000    887.478    887.478    887.478       T T
 19700626 06:40    0.011    0.011    0.011    0.011    0.000    0.000    888.488    888.488    888.488       T T
 19700626 06:45    0.011    0.011    0.011    0.011    0.000    0.000    889.257    889.257    889.257       T T
 19700626 06:50    0.011    0.011    0.011    0.011    0.000    0.000    889.975    889.975    889.975       T T
 19700626 06:55    0.011    0.011    0.011    0.011    0.000    0.000    890.673    890.673    890.673       T T
 19700626 07:00    0.013    0.013    0.013    0.013    0.000    0.000    913.120    913.120    913.120       T T
 19700626 07:05    0.013    0.013    0.013    0.013    0.000    0.000    921.599    921.599    921.599       T T
 19700626 07:10    0.013    0.014    0.013    0.014    0.000    0.000    925.266    925.266    925.266       T T
 19700626 07:15    0.013    0.014    0.013    0.014    0.000    0.000    927.700    927.700    927.700       T T
 19700626 07:20    0.013    0.014    0.013    0.014    0.000    0.000    930.724    930.724    930.724       T T
 19700626 07:25    0.013    0.014    0.013    0.014    0.000    0.000    932.928    932.928    932.928       T T
 19700626 07:30    0.013    0.014    0.013    0.014    0.000    0.000    934.059    934.059    934.059       T T
 19700626 07:35    0.013    0.014    0.013    0.014    0.000    0.000    934.704    934.704    934.704       T T
 19700626 07:40    0.013    0.014    0.013    0.014    0.000    0.000    935.216    935.216    935.216       T T
 19700626 07:45    0.013    0.014    0.013    0.014    0.000    0.000    935.696    935.696    935.696       T T
 19700626 07:50    0.013    0.014    0.013    0.014    0.000    0.000    936.164    936.164    936.164       T T
 19700626 07:55    0.013    0.014    0.013    0.014    0.000    0.000    936.621    936.621    936.621       T T
 19700626 08:00    0.018    0.018    0.018    0.018    0.000    0.000    969.266    969.266    969.266       T T
 19700626 08:05    0.019    0.019    0.019    0.019    0.000    0.000    978.209    978.209    978.209       T T
 19700626 08:10    0.019    0.019    0.019    0.019    0.000    0.000    981.207    981.207    981.207       T T
 19700626 08:15    0.019    0.019    0.019    0.019    0.000    0.000    984.045    984.045    984.045       T T
 19700626 08:20    0.019    0.019    0.019    0.019    0.000    0.000    986.364    986.364    986.364       T T
 19700626 08:25    0.019    0.019    0.019    0.019    0.000    0.000    987.603    987.603    987.603       T T
 19700626 08:30    0.019    0.019    0.019    0.019    0.000    0.000    988.172    988.172    988.172       T T
 19700626 08:35    0.019    0.019    0.019    0.019    0.000    0.000    988.511    988.511    988.511       T T
 19700626 08:40    0.019    0.019    0.019    0.019    0.000    0.000    988.795    988.795    988.795       T T
 19700626 08:45    0.019    0.019    0.019    0.019    0.000    0.000    989.064    989.064    989.064       T T
 19700626 08:50    0.019    0.019    0.019    0.019    0.000    0.000    989.326    989.326    989.326       T T
 19700626 08:55    0.019    0.019    0.019    0.019    0.000    0.000    989.583    989.583    989.583       T T
 19700626 09:00    0.019    0.019    0.019    0.019    0.000    0.000    989.833    989.833    989.833       T T
 19700626 09:05    0.019    0.019    0.019    0.019    0.000    0.000    990.078    990.078    990.078       T T
 19700626 09:10    0.019    0.019    0.019    0.019    0.000    0.000    990.318    990.318    990.318       T T
 19700626 09:15    0.019    0.019    0.019    0.019    0.000    0.000    990.552    990.552    990.552       T T
 19700626 09:20    0.019    0.019    0.019    0.019    0.000    0.000    990.781    990.781    990.781       T T
 19700626 09:25    0.019    0.019    0.019    0.019    0.000    0.000    991.005    991.005    991.005       T T
 19700626 09:30    0.019    0.019    0.019    0.019    0.000    0.000    991.223    991.223    991.223       T T
 19700626 09:35    0.019    0.019    0.019    0.019    0.000    0.000    991.437    991.437    991.437       T T
 19700626 09:40    0.019    0.019    0.019    0.019    0.000    0.000    991.645    991.645    991.645       T T
 19700626 09:45    0.019    0.019    0.019    0.019    0.000    0.000    991.849    991.849    991.849       T T
 19700626 09:50    0.019    0.019    0.019    0.019    0.000    0.000    992.049    992.049    992.049       T T
 19700626 09:55    0.019    0.019    0.019    0.019    0.000    0.000    992.244    992.244    992.244       T T
 19700626 10:00    0.017    0.017    0.017    0.017    0.000    0.000    979.303    979.303    979.303       T T
 19700626 10:05    0.016    0.016    0.016    0.016    0.000    0.000    974.443    974.443    974.443       T T
 19700626 10:10    0.016    0.016    0.016    0.016    0.000    0.000    972.690    972.690    972.690       T T
 19700626 10:15    0.016    0.016    0.016    0.016    0.000    0.000    971.496    971.496    971.496       T T
 19700626 10:20    0.016    0.016    0.016    0.016    0.000    0.000    970.344    970.344    970.344       T T
 19700626 10:25    0.016    0.016    0.016    0.016    0.000    0.000    969.768    969.768    969.768       T T
 19700626 10:30    0.016    0.016    0.016    0.016    0.000    0.000    969.700    969.700    969.700       T T
 19700626 10:35    0.016    0.016    0.016    0.016    0.000    0.000    969.832    969.832    969.832       T T
 19700626 10:40    0.016    0.016    0.016    0.016    0.000    0.000    970.011    970.011    970.011       T T
 19700626 10:45    0.016    0.016    0.016    0.016    0.000    0.000    970.194    970.194    970.194       T T
 19700626 10:50    0.016    0.016    0.016    0.016    0.000    0.000    970.374    970.374    970.374       T T
 19700626 10:55    0.016    0.016    0.016    0.016    0.000    0.000    970.550    970.550    970.550       T T
 19700626 11:00    0.016    0.016    0.016    0.016    0.000    0.000    970.721    970.721    970.721       T T
 19700626 11:05    0.016    0.016    0.016    0.016    0.000    0.000    970.889    970.889    970.889       T T
 19700626 11:10    0.016    0.016    0.016    0.016    0.000    0.000    971.053    971.053    971.053       T T
 19700626 11:15    0.016    0.016    0.016    0.016    0.000    0.000    971.213    971.213    971.213       T T
 19700626 11:20    0.016    0.016    0.016    0.016    0.000    0.000    971.369    971.369    971.369       T T
 19700626 11:25    0.016    0.016    0.016    0.016    0.000    0.000    971.522    971.522    971.522       T T
 19700626 11:30    0.016    0.016    0.016    0.016    0.000    0.000    971.671    971.671    971.671       T T
 19700626 11:35    0.016    0.016    0.016    0.016    0.000    0.000    971.816    971.816    971.816       T T
 19700626 11:40    0.016    0.016    0.016    0.016    0.000    0.000    971.959    971.959    971.959       T T
 19700626 11:45    0.016    0.016    0.016    0.016    0.000    0.000    972.097    972.097    972.097       T T
 19700626 11:50    0.016    0.016    0.016    0.016    0.000    0.000    972.233    972.233    972.233       T T
 19700626 11:55    0.016    0.016    0.016    0.016    0.000    0.000    972.365    972.365    972.365       T T
 19700626 12:00    0.015    0.015    0.015    0.015    0.000    0.000    966.725    966.725    966.725       T T
 19700626 12:05    0.015    0.015    0.015    0.015    0.000    0.000    964.712    964.712    964.712       T T
 19700626 12:10    0.015    0.015    0.015    0.015    0.000    0.000    964.039    964.039    964.039       T T
 19700626 12:15    0.015    0.015    0.015    0.015    0.000    0.000    963.641    963.641    963.641       T T
 19700626 12:20    0.015    0.015    0.015    0.015    0.000    0.000    963.201    963.201    963.201       T T
 19700626 12:25    0.015    0.015    0.015    0.015    0.000    0.000    962.975    962.975    962.975       T T
 19700626 12:30    0.015    0.015    0.015    0.015    0.000    0.000    962.971    962.971    962.971       T T
 19700626 12:35    0.015    0.015    0.015    0.015    0.000    0.000    963.058    963.058    963.058       T T
 19700626 12:40    0.015    0.015    0.015    0.015    0.000    0.000    963.168    963.168    963.168       T T
 19700626 12:45    0.015    0.015    0.015    0.015    0.000    0.000    963.278    963.278    963.278       T T
 19700626 12:50    0.015    0.015    0.015    0.015    0.000    0.000    963.387    963.387    963.387       T T
 19700626 12:55    0.015    0.015    0.015    0.015    0.000    0.000    963.493    963.493    963.493       T T
 19700626 13:00    0.015    0.015    0.015    0.015    0.000    0.000    963.596    963.596    963.596       T T
 19700626 13:05    0.015    0.015    0.015    0.015    0.000    0.000    963.697    963.697    963.697       T T
 19700626 13:10    0.015    0.015    0.015    0.015    0.000    0.000    963.796    963.796    963.796       T T
 19700626 13:15    0.015    0.015    0.015    0.015    0.000    0.000    963.892    963.892    963.892       T T
 19700626 13:20    0.015    0.015    0.015    0.015    0.000    0.000    963.985    963.985    963.985       T T
 19700626 13:25    0.015    0.015    0.015    0.015    0.000    0.000    964.077    964.077    964.077       T T
 19700626 13:30    0.015    0.015    0.015    0.015    0.000    0.000    964.166    964.166    964.166       T T
 19700626 13:35    0.015    0.015    0.015    0.015    0.000    0.000    964.253    964.253    964.253       T T
 19700626 13:40    0.015    0.015    0.015    0.015    0.000    0.000    964.338    964.338    964.338       T T
 19700626 13:45    0.015    0.015    0.015    0.015    0.000    0.000    964.421    964.421    964.421       T T
 19700626 13:50    0.015    0.015    0.015    0.015    0.000    0.000    964.502    964.502    964.502       T T
 19700626 13:55    0.015    0.015    0.015    0.015    0.000    0.000    964.582    964.582    964.582       T T
 19700626 14:00    0.015    0.015    0.015    0.015    0.000    0.000    964.659    964.659    964.659       T T
 19700626 14:05    0.015    0.015    0.015    0.015    0.000    0.000    964.734    964.734    964.734       T T
 19700626 14:10    0.015    0.015    0.015    0.015    0.000    0.000    964.807    964.807    964.807       T T
 19700626 14:15    0.015    0.015    0.015    0.015    0.000    0.000    964.879    964.879    964.879       T T
 19700626 14:20    0.015    0.015    0.015    0.015    0.000    0.000    964.949    964.949    964.949       T T
 19700626 14:25    0.015    0.015    0.015    0.015    0.000    0.000    965.017    965.017    965.017       T T
 19700626 14:30    0.015    0.015    0.015    0.015    0.000    0.000    965.083    965.083    965.083       T T
 19700626 14:35    0.015    0.015    0.015    0.015    0.000    0.000    965.148    965.148    965.148       T T
 19700626 14:40    0.015    0.015    0.015    0.015    0.000    0.000    965.211    965.211    965.211       T T
 19700626 14:45    0.015    0.015    0.015    0.015    0.000    0.000    965.273    965.273    965.273       T T
 19700626 14:50    0.015    0.015    0.015    0.015    0.000    0.000    965.333    965.333    965.333       T T
 19700626 14:55    0.015    0.015    0.015    0.015    0.000    0.000    965.392    965.392    965.392       T T
 19700626 15:00    0.013    0.013    0.013    0.013    0.000    0.000    951.684    951.684    951.684       T T
 19700626 15:05    0.012    0.012    0.012    0.012    0.000    0.000    945.982    945.982    945.982       T T
 19700626 15:10    0.012    0.012    0.012    0.012    0.000    0.000    943.777    943.777    943.777       T T
 19700626 15:15    0.012    0.012    0.012    0.012    0.000    0.000    942.647    942.647    942.647       T T
 19700626 15:20    0.012    0.012    0.012    0.012    0.000    0.000    941.205    941.205    941.205       T T
 19700626 15:25    0.012    0.012    0.012    0.012    0.000    0.000    940.204    940.204    940.204       T T
 19700626 15:30    0.012    0.012    0.012    0.012    0.000    0.000    939.849    939.849    939.849       T T
 19700626 15:35    0.012    0.012    0.012    0.012    0.000    0.000    939.803    939.803    939.803       T T
 19700626 15:40    0.012    0.012    0.012    0.012    0.000    0.000    939.839    939.839    939.839       T T
 19700626 15:45    0.012    0.012    0.012    0.012    0.000    0.000    939.890    939.890    939.890       T T
 19700626 15:50    0.012    0.012    0.012    0.012    0.000    0.000    939.942    939.942    939.942       T T
 19700626 15:55    0.012    0.012    0.012    0.012    0.000    0.000    939.992    939.992    939.992       T T
 19700626 16:00    0.012    0.012    0.012    0.012    0.000    0.000    940.042    940.042    940.042       T T
 19700626 16:05    0.012    0.012    0.012    0.012    0.000    0.000    940.090    940.090    940.090       T T
 19700626 16:10    0.012    0.012    0.012    0.012    0.000    0.000    940.137    940.137    940.137       T T
 19700626 16:15    0.012    0.012    0.012    0.012    0.000    0.000    940.183    940.183    940.183       T T
 19700626 16:20    0.012    0.012    0.012    0.012    0.000    0.000    940.227    940.227    940.227       T T
 19700626 16:25    0.012    0.012    0.012    0.012    0.000    0.000    940.271    940.271    940.271       T T
 19700626 16:30    0.012    0.012    0.012    0.012    0.000    0.000    940.313    940.313    940.313       T T
 19700626 16:35    0.012    0.012    0.012    0.012    0.000    0.000    940.355    940.355    940.355       T T
 19700626 16:40    0.012    0.012    0.012    0.012    0.000    0.000    940.395    940.395    940.395       T T
 19700626 16:45    0.012    0.012    0.012    0.012    0.000    0.000    940.434    940.434    940.434       T T
 19700626 16:50    0.012    0.012    0.012    0.012    0.000    0.000    940.473    940.473    940.473       T T
 19700626 16:55    0.012    0.012    0.012    0.012    0.000    0.000    940.510    940.510    940.510       T T
 19700626 17:00    0.014    0.014    0.014    0.014    0.000    0.000    956.196    956.196    956.196       T T
 19700626 17:05    0.014    0.014    0.014    0.014    0.000    0.000    961.184    961.184    961.184       T T
 19700626 17:10    0.014    0.014    0.014    0.014    0.000    0.000    962.574    962.574    962.574       T T
 19700626 17:15    0.014    0.014    0.014    0.014    0.000    0.000    963.230    963.230    963.230       T T
 19700626 17:20    0.014    0.014    0.014    0.014    0.000    0.000    963.840    963.840    963.840       T T
 19700626 17:25    0.014    0.014    0.014    0.014    0.000    0.000    964.227    964.227    964.227       T T
 19700626 17:30    0.014    0.014    0.014    0.014    0.000    0.000    964.385    964.385    964.385       T T
 19700626 17:35    0.014    0.014    0.014    0.014    0.000    0.000    964.443    964.443    964.443       T T
 19700626 17:40    0.014    0.014    0.014    0.014    0.000    0.000    964.474    964.474    964.474       T T
 19700626 17:45    0.014    0.014    0.014    0.014    0.000    0.000    964.500    964.500    964.500       T T
 19700626 17:50    0.014    0.014    0.014    0.014    0.000    0.000    964.525    964.525    964.525       T T
 19700626 17:55    0.014    0.014    0.014    0.014    0.000    0.000    964.549    964.549    964.549       T T
