  *WEL.ASC - BEK                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Becken : BEK             
  
 Datum_Zeit                  Qtzu             Qzu           Qtab1            Qab1          QabKue          QabBue          WSPABS          WSPREL          VolBek            O2zu           O2Bek           O2ab1           O2ab2           CSBzu          CSBBek          CSBab1          CSBab2           BSBzu          BSBBEK          BSBab1          BSBab2           NH4zu          NH4Bek          NH4ab1          NH4ab2             Tzu            TBek            Tab1            Tab2            pHzu           pHBEK           pHab1           pHab2           ALKzu          ALKBek          ALKab1          ALKab2           SICzu          SICBek          SICab1          SICab2             SSL  G  S
 -                          cbm/s           cbm/s           cbm/s           cbm/s           cbm/s           cbm/s             mNN               m          Tsdcbm            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l              °C              °C              °C              °C               -               -               -               -          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l              kg  -  -
   19700623 04:05         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       647.47980         0.00000       647.47980         0.00000       294.30902         0.00000       294.30902         0.00000        23.54472         0.00000        23.54472         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:10         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.68976         0.00000       644.68976         0.00000       293.04083         0.00000       293.04083         0.00000        23.44327         0.00000        23.44327         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:15         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65631         0.00000       644.65631         0.00000       293.02557         0.00000       293.02557         0.00000        23.44205         0.00000        23.44205         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:20         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:25         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:30         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:35         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:40         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:45         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:50         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 04:55         0.00019         0.00019         0.00019         0.00019         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       644.65619         0.00000       644.65619         0.00000       293.02554         0.00000       293.02554         0.00000        23.44204         0.00000        23.44204         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 05:00         0.00025         0.00025         0.00025         0.00025         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       723.76703         0.00000       723.76703         0.00000       328.98505         0.00000       328.98505         0.00000        26.31881         0.00000        26.31881         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 05:05         0.00026         0.00026         0.00026         0.00026         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       767.60748         0.00000       767.60748         0.00000       348.91251         0.00000       348.91251         0.00000        27.91300         0.00000        27.91300         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 05:10         0.00026         0.00026         0.00026         0.00026         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       770.04871         0.00000       770.04871         0.00000       350.02213         0.00000       350.02213         0.00000        28.00177         0.00000        28.00177         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
   19700623 05:15         0.00026         0.00026         0.00026         0.00026         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       770.07629         0.00000       770.07629         0.00000       350.03464         0.00000       350.03464         0.00000        28.00278         0.00000        28.00278         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  F
