  *WEL.ASC - FKA                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Flaeche: FKA             
  
   Datum   Zeit    VP    VW  Svab   hvu  PSIu  SUM(hN)     hN  hNeffb  hNeffu    Qtrab      Qab    QabVG    QabUB   CSab(3)
     -      -    mm/d    mm    mm    mm     -      mm      mm      mm      mm    cbm/s    cbm/s    cbm/s    cbm/s      mg/l
 19700626 21:10  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:15  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:20  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:25  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:30  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:35  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:40  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:45  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:50  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 21:55  2.33  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700626 22:00  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:05  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:10  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:15  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:20  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:25  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:30  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:35  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:40  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:45  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:50  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 22:55  1.66  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:00  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:05  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:10  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:15  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:20  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:25  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:30  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:35  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:40  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:45  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:50  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700626 23:55  1.16  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 00:00  0.83  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 00:05  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:10  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:15  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:20  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:25  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:30  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:35  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:40  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:45  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:50  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 00:55  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:00  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:05  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:10  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:15  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:20  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:25  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:30  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:35  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:40  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:45  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:50  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 01:55  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:00  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:05  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:10  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:15  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:20  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:25  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:30  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:35  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:40  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:45  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:50  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 02:55  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:00  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:05  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:10  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:15  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:20  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:25  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:30  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:35  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:40  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:45  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:50  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 03:55  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:00  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:05  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:10  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:15  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:20  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:25  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:30  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:35  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:40  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:45  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:50  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 04:55  1.00  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700627 05:00  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:05  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:10  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:15  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:20  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:25  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:30  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:35  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:40  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:45  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:50  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 05:55  1.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700627 06:00  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:05  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:10  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:15  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:20  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:25  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:30  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:35  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:40  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:45  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:50  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 06:55  1.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700627 07:00  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:05  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:10  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:15  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:20  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:25  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:30  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:35  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:40  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:45  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:50  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 07:55  2.16  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700627 08:00  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:05  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:10  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:15  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:20  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:25  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:30  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:35  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:40  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:45  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:50  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 08:55  2.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:00  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:05  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:10  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:15  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:20  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:25  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:30  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:35  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:40  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:45  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:50  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 09:55  3.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700627 10:00  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:05  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:10  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:15  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:20  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:25  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:30  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:35  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:40  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:45  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:50  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 10:55  4.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:00  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:05  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:10  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:15  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:20  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:25  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:30  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:35  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:40  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:45  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:50  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 11:55  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700627 12:00  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:05  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:10  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:15  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:20  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:25  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:30  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:35  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:40  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:45  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 12:50  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
